SampleID,ratio_in_reads,ratio_raw,ichorCNA,spike_in_ratio,spike_in_label
K4AC10_spike_in__01_from_ZNB03SR2_label_Breast_replicate_2,0.0006788131518943821,0.0003426781898712206,0.08922,0.1,PAN_CANCER
KZAZ52_spike_in__05_from_pool_CRC_label_CRC_replicate_1,0.0004988278907485144,0.0002364526127552248,0.07184,0.5,PAN_CANCER
KABT41_spike_in__05_from_ZNC04S_label_CRC_replicate_2,0.0006081896551724138,0.0002935864571542712,0.07171,0.5,PAN_CANCER
K0059_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1,0.0004810154826257373,0.0002513726771900943,0.05659,0.5,PAN_CANCER
K0AQ69_spike_in__001_from_ZNL14S_label_Lung_replicate_0,0.0005432884872137208,0.0002880667399993465,0.03547,0.01,PAN_CANCER
KACE35_spike_in__01_from_ZNB06SR3_label_Breast_replicate_2,0.0004350263030640506,0.0002106841246185508,0.07071,0.1,PAN_CANCER
KZAU93_spike_in__01_from_pool_CRC_label_CRC_replicate_0,0.0005042501965408805,0.0002398737346733539,0.03456,0.1,PAN_CANCER
K2031_spike_in__005_from_ZNL14S_label_Lung_replicate_1,0.0005178806875246922,0.0002654221749493185,0.02438,0.05,PAN_CANCER
K2AC24_spike_in__005_from_ZMH051S_label_Liver_replicate_2,0.0004305817144891451,0.0002130621734221649,0.05121,0.05,PAN_CANCER
K0CAAA80_spike_in__0005_from_ZNL15S_label_Lung_replicate_0,0.0005081373941518811,0.0002425797163719905,0.03094,0.005,PAN_CANCER
K0106_spike_in__0005_from_ZNB06SR3_label_Breast_replicate_2,0.0004068608311363425,0.0002124191063544732,0.03358,0.005,PAN_CANCER
K2031_spike_in__01_from_ZNL14S_label_Lung_replicate_0,0.0005189753320683112,0.0002657603929561349,0.02253,0.1,PAN_CANCER
K4AC16_spike_in__001_from_pool_CRC_label_CRC_replicate_2,0.000432971664871621,0.0002137482900136799,0.02424,0.01,PAN_CANCER
K2070_spike_in__001_from_ZMH048S_label_Liver_replicate_0,0.0004691653834888771,0.0002393079014161262,0.0264,0.01,PAN_CANCER
K4AC10_spike_in__005_from_ZNB03SR2_label_Breast_replicate_0,0.0006759300138809698,0.0003409689486964839,0.08225,0.05,PAN_CANCER
K1586_spike_in__005_from_ZNL07S_label_Lung_replicate_0,0.0004218973949996932,0.0002208243974617308,0.0229,0.05,PAN_CANCER
CRCC5_spike_in__005_from_ZMG046S_label_Gastric_replicate_1,0.0004563822315070367,0.0002338891103204908,0.01712,0.05,PAN_CANCER
K0103_spike_in__0001_from_ZMG048S_label_Gastric_replicate_0,0.0004880009776478271,0.0002544369862990188,0.01414,0.001,PAN_CANCER
KZAZ52_spike_in__0001_from_ZNC05S_label_CRC_replicate_2,0.000444286475919673,0.0002088757893151306,0.03517,0.001,PAN_CANCER
K0106_spike_in__0005_from_ZMG059S_label_Gastric_replicate_0,0.0004062849488558947,0.0002120971431972885,0.03484,0.005,PAN_CANCER
K0GAAA73_spike_in__0005_from_ZNB06SR3_label_Breast_replicate_0,0.0004520204307042618,0.0002279574601713623,0.02098,0.005,PAN_CANCER
K2AC24_spike_in__0005_from_ZMH056S_label_Liver_replicate_2,0.0004296598126033074,0.0002124567442611345,0.02375,0.005,PAN_CANCER
K0CAAA80_spike_in__005_from_ZNL14S_label_Lung_replicate_0,0.0005082201852904506,0.0002425142826414339,0.02932,0.05,PAN_CANCER
K0103_spike_in__001_from_ZMG051S_label_Gastric_replicate_0,0.0004884932696482848,0.0002547401939499204,0.01402,0.01,PAN_CANCER
KABT41_spike_in__001_from_ZNC03S_label_CRC_replicate_0,0.0004857899448008355,0.0002319762057419677,0.02881,0.01,PAN_CANCER
K0043_spike_in__0005_from_ZMG051S_label_Gastric_replicate_0,0.0005017963546307408,0.0002586713611092772,0.02783,0.005,PAN_CANCER
K1AD22_spike_in__0005_from_ZNL08S_label_Lung_replicate_2,0.0004751366831554283,0.0002332415419587689,0.03083,0.005,PAN_CANCER
K2474_spike_in__01_from_pool_Liver_label_Liver_replicate_0,0.0004509439374073982,0.0002321899636868066,0.04812,0.1,PAN_CANCER
K1AD22_spike_in__0001_from_ZNL15S_label_Lung_replicate_1,0.0004753639179702308,0.0002334047318976103,0.03048,0.001,PAN_CANCER
K0AQ69_spike_in__001_from_ZNL15S_label_Lung_replicate_1,0.0005417959821227771,0.0002874241105443975,0.03359,0.01,PAN_CANCER
K0059_spike_in__001_from_ZMG051S_label_Gastric_replicate_2,0.0004597664819406301,0.0002393595463778547,0.02883,0.01,PAN_CANCER
K0AAAE18_spike_in__001_from_ZMH056S_label_Liver_replicate_2,0.0004472594478705731,0.0002263651842280652,0.01869,0.01,PAN_CANCER
K0CAAA80_spike_in__05_from_ZNL07S_label_Lung_replicate_1,0.0005931980293590402,0.0002880414351134927,0.2737,0.5,PAN_CANCER
K0006_spike_in__0005_from_ZMG051S_label_Gastric_replicate_0,0.0004635437674880978,0.0002377341710089735,0.02802,0.005,PAN_CANCER
K0CAAA80_spike_in__0005_from_ZNL09S_label_Lung_replicate_0,0.0005062015224813843,0.0002415227241437901,0.02942,0.005,PAN_CANCER
K0793_spike_in__01_from_ZNB05S_label_Breast_replicate_0,0.0003917406440947752,0.0002029490576470074,0.02657,0.1,PAN_CANCER
K0006_spike_in__01_from_ZMG048S_label_Gastric_replicate_0,0.0004666881235918893,0.0002394781028930056,0.04274,0.1,PAN_CANCER
K0AAAE20_spike_in__0005_from_ZNB06SR3_label_Breast_replicate_2,0.0005038820828294512,0.0002551456215902006,0.04072,0.005,PAN_CANCER
KAAK49_spike_in__001_from_ZNL15S_label_Lung_replicate_0,0.0004607500349132775,0.0002419400036152862,0.0237,0.01,PAN_CANCER
K0793_spike_in__001_from_ZNB22SR1_label_Breast_replicate_1,0.0003947321204291815,0.0002043536618782888,0.0263,0.01,PAN_CANCER
KAAK49_spike_in__001_from_pool_Lung_label_Lung_replicate_0,0.0004605432606192209,0.0002418209568057086,0.0178,0.01,PAN_CANCER
KAAG58_spike_in__001_from_ZMH053S_label_Liver_replicate_1,0.0004405449444464357,0.0002278019383836999,0.02583,0.01,PAN_CANCER
K2AA15_spike_in__0001_from_ZNC03S_label_CRC_replicate_0,0.0004165755589362339,0.0002114844416732011,0.05165,0.001,PAN_CANCER
K0106_spike_in__005_from_ZMG051S_label_Gastric_replicate_1,0.0004043867785900592,0.0002111181500476177,0.03246,0.05,PAN_CANCER
K2AC24_spike_in__0001_from_ZNL07S_label_Lung_replicate_2,0.0004297548700839718,0.0002124799838962538,0.02284,0.001,PAN_CANCER
K0038_spike_in__0001_from_ZMG048S_label_Gastric_replicate_2,0.0004852266078581394,0.0002485927488737668,0.02725,0.001,PAN_CANCER
K0AAAB33_spike_in__001_from_ZNC05S_label_CRC_replicate_1,0.0004858084267330843,0.0002543881099880448,0.02631,0.01,PAN_CANCER
K1936_spike_in__0005_from_ZNL08S_label_Lung_replicate_1,0.0004156569494049371,0.0002173183958369681,0.03002,0.005,PAN_CANCER
K1586_spike_in__001_from_ZMH053S_label_Liver_replicate_0,0.0004161728231864835,0.0002175813968198561,0.01842,0.01,PAN_CANCER
K0CAAA16_spike_in__001_from_pool_CRC_label_CRC_replicate_0,0.000442636269045671,0.0002255346616840675,0.02609,0.01,PAN_CANCER
K0CAAA16_spike_in__001_from_pool_CRC_label_CRC_replicate_1,0.0004425498588418554,0.0002254729743061297,0.02571,0.01,PAN_CANCER
K0793_spike_in__0001_from_ZNB32S_label_Breast_replicate_2,0.0003950298067945127,0.0002044733185554889,0.0252,0.001,PAN_CANCER
K0033_spike_in__0001_from_ZMG048S_label_Gastric_replicate_2,0.0004748733820878,0.0002429596162465132,0.02073,0.001,PAN_CANCER
K1AB28_spike_in__0005_from_ZNC19S_label_CRC_replicate_2,0.0004710059975592196,0.0002355181700093192,0.05247,0.005,PAN_CANCER
K2071_spike_in__01_from_ZNC05S_label_CRC_replicate_0,0.0004191023351858238,0.0002182470442870994,0.03564,0.1,PAN_CANCER
K0033_spike_in__005_from_ZMG051S_label_Gastric_replicate_2,0.0004748013374466856,0.0002430507361532926,0.02135,0.05,PAN_CANCER
KZAZ52_spike_in__05_from_ZNC05S_label_CRC_replicate_2,0.0004800463954151877,0.0002281854691493246,0.06107,0.5,PAN_CANCER
LBGS087_spike_in__005_from_ZNL07S_label_Lung_replicate_1,0.0004206839351202673,0.0002182640150650159,0.03023,0.05,PAN_CANCER
K0AI90_spike_in__0001_from_ZNC05S_label_CRC_replicate_1,0.0004436311713079184,0.0002224633385297354,0.02546,0.001,PAN_CANCER
KAAG58_spike_in__05_from_pool_Liver_label_Liver_replicate_0,0.000440530267227847,0.0002286437854869199,0.1358,0.5,PAN_CANCER
K0AI90_spike_in__001_from_pool_CRC_label_CRC_replicate_2,0.0004448647125414802,0.0002231381293561437,0.02514,0.01,PAN_CANCER
K2AC24_spike_in__0005_from_ZNB22SR1_label_Breast_replicate_2,0.0004296598126033074,0.0002124567442611345,0.02186,0.005,PAN_CANCER
K2071_spike_in__0001_from_ZNC04S_label_CRC_replicate_1,0.000414458963622031,0.0002158186186007636,0.02751,0.001,PAN_CANCER
K1936_spike_in__0001_from_ZMH053S_label_Liver_replicate_1,0.000415687483229179,0.0002173434363649875,0.03238,0.001,PAN_CANCER
K4AC16_spike_in__005_from_ZNC03S_label_CRC_replicate_1,0.0004345857192941451,0.0002144880535561431,0.03665,0.05,PAN_CANCER
K2AC24_spike_in__0005_from_ZMH048S_label_Liver_replicate_2,0.0004297548700839718,0.0002123870558473161,0.0242,0.005,PAN_CANCER
K1586_spike_in__0005_from_ZMH048S_label_Liver_replicate_1,0.0004163304644073875,0.0002176029352673734,0.019,0.005,PAN_CANCER
K2070_spike_in__005_from_ZMH050S_label_Liver_replicate_2,0.0004671987541366557,0.000238311168188107,0.02358,0.05,PAN_CANCER
K0CAAA80_spike_in__0005_from_ZNL09S_label_Lung_replicate_2,0.0005072162025675328,0.0002420512202578903,0.02971,0.005,PAN_CANCER
K0AAAE18_spike_in__001_from_ZMH050S_label_Liver_replicate_2,0.0004472090923249681,0.0002262933185449753,0.01841,0.01,PAN_CANCER
K0CAAA80_spike_in__0001_from_ZNL07S_label_Lung_replicate_2,0.0005063871823099122,0.0002416283956191767,0.02984,0.001,PAN_CANCER
K2AC24_spike_in__05_from_ZNB06SR3_label_Breast_replicate_2,0.0004970962542526812,0.0002487279180625693,0.254,0.5,PAN_CANCER
K0AAAE18_spike_in__0001_from_pool_Liver_label_Liver_replicate_1,0.0004473939913432943,0.0002263801116587827,0.01875,0.001,PAN_CANCER
K1586_spike_in__005_from_ZMH050S_label_Liver_replicate_1,0.0004152392816360428,0.0002171006442403258,0.01407,0.05,PAN_CANCER
K0CAAA80_spike_in__0005_from_ZNL14S_label_Lung_replicate_0,0.0005068482679083618,0.0002418292759314325,0.03006,0.005,PAN_CANCER
K1586_spike_in__0005_from_ZMH053S_label_Liver_replicate_1,0.0004162910429071122,0.0002176244779795076,0.01879,0.005,PAN_CANCER
CRCC5_spike_in__001_from_pool_Gastric_label_Gastric_replicate_2,0.0004563876228157733,0.0002338011821283485,0.01824,0.01,PAN_CANCER
K2AC24_spike_in__001_from_ZNB32S_label_Breast_replicate_1,0.0004303664899266681,0.0002127596392518826,0.02329,0.01,PAN_CANCER
K0AAAE20_spike_in__01_from_ZNB05S_label_Breast_replicate_1,0.0005034460010763328,0.0002554559668788126,0.03981,0.1,PAN_CANCER
K0AI90_spike_in__0001_from_ZNC19S_label_CRC_replicate_1,0.0004441031851408728,0.0002227340582785722,0.02526,0.001,PAN_CANCER
K0009_spike_in__01_from_ZMG051S_label_Gastric_replicate_0,0.000432424591685474,0.0002237982529571823,0.02637,0.1,PAN_CANCER
K2031_spike_in__0005_from_ZNL15S_label_Lung_replicate_2,0.0005185277836483557,0.0002655154779327681,0.02485,0.005,PAN_CANCER
K2AC24_spike_in__0001_from_ZNL09S_label_Lung_replicate_2,0.0004297548700839718,0.0002124799838962538,0.02324,0.001,PAN_CANCER
K0CAAA16_spike_in__0005_from_ZNC03S_label_CRC_replicate_1,0.0004414549224673181,0.0002248624973901199,0.02827,0.005,PAN_CANCER
K2AA15_spike_in__01_from_ZNC19S_label_CRC_replicate_0,0.0004224910626890585,0.0002146190233925944,0.06505,0.1,PAN_CANCER
LBGS087_spike_in__01_from_ZNL15S_label_Lung_replicate_0,0.0004235213287283249,0.0002197866834135776,0.05701,0.1,PAN_CANCER
KZAU93_spike_in__005_from_pool_CRC_label_CRC_replicate_1,0.0005015446343955003,0.0002386306407598702,0.03174,0.05,PAN_CANCER
KACE35_spike_in__0005_from_ZNB03SR2_label_Breast_replicate_0,0.0004296007507418981,0.0002080077172498614,0.02789,0.005,PAN_CANCER
K1586_spike_in__0005_from_pool_Liver_label_Liver_replicate_0,0.0004165711849279111,0.0002177709278300994,0.01884,0.005,PAN_CANCER
KZAZ52_spike_in__05_from_ZNC05S_label_CRC_replicate_1,0.0004803279121384339,0.0002284008836178405,0.06038,0.5,PAN_CANCER
K0CAAA80_spike_in__005_from_ZNL15S_label_Lung_replicate_2,0.0005087725985353315,0.0002429050494447602,0.04404,0.05,PAN_CANCER
K0106_spike_in__005_from_ZNB22SR1_label_Breast_replicate_2,0.0004078823918982312,0.0002129041841148572,0.03747,0.05,PAN_CANCER
K0106_spike_in__0001_from_pool_Breast_label_Breast_replicate_1,0.000405865198600298,0.000211849689863481,0.03472,0.001,PAN_CANCER
K0033_spike_in__005_from_ZMG059S_label_Gastric_replicate_1,0.000475770255896217,0.0002434418733181128,0.01737,0.05,PAN_CANCER
KAAB22_spike_in__001_from_ZMH050S_label_Liver_replicate_0,0.0004298878601162037,0.0002168197866391371,0.02686,0.01,PAN_CANCER
K0064_spike_in__005_from_ZMG046S_label_Gastric_replicate_2,0.0004413140128005952,0.0002284244341596571,0.03789,0.05,PAN_CANCER
K0009_spike_in__0001_from_ZMG063S_label_Gastric_replicate_0,0.0004304278762998491,0.0002227380240892064,0.02591,0.001,PAN_CANCER
KZAU93_spike_in__0005_from_ZNC01S_label_CRC_replicate_0,0.0004981559544525402,0.0002367847287709074,0.02836,0.005,PAN_CANCER
K2474_spike_in__01_from_ZMH048S_label_Liver_replicate_0,0.0004526221912278466,0.0002328048897492479,0.1047,0.1,PAN_CANCER
K0106_spike_in__005_from_ZMG048S_label_Gastric_replicate_2,0.0004070686338313225,0.000212675171182589,0.03689,0.05,PAN_CANCER
KAAB22_spike_in__01_from_pool_Liver_label_Liver_replicate_1,0.0004298137117555796,0.0002168753697614965,0.03851,0.1,PAN_CANCER
CRCC5_spike_in__0001_from_ZMG063S_label_Gastric_replicate_2,0.0004559503715557114,0.0002335567196500771,0.01797,0.001,PAN_CANCER
KZAZ52_spike_in__001_from_ZNC19S_label_CRC_replicate_0,0.0004441025063644268,0.0002087538220080628,0.03509,0.01,PAN_CANCER
K2474_spike_in__005_from_ZMH053S_label_Liver_replicate_2,0.0004501101899079978,0.0002317122703051838,0.04333,0.05,PAN_CANCER
K0038_spike_in__0005_from_ZMG046S_label_Gastric_replicate_1,0.0004848989418852555,0.0002484121220504662,0.02796,0.005,PAN_CANCER
K2AC24_spike_in__0005_from_ZNB22SR1_label_Breast_replicate_0,0.0004296598126033074,0.0002124335097090499,0.02336,0.005,PAN_CANCER
K0CAAA16_spike_in__01_from_ZNC05S_label_CRC_replicate_0,0.0004463093184258,0.0002273832478967779,0.02627,0.1,PAN_CANCER
K0GAAA73_spike_in__01_from_ZNB32S_label_Breast_replicate_2,0.00045303818492195,0.0002284165743879232,0.0274,0.1,PAN_CANCER
K2474_spike_in__001_from_pool_Liver_label_Liver_replicate_1,0.000450434715463148,0.0002317639602311964,0.03923,0.01,PAN_CANCER
K0CAAA16_spike_in__01_from_ZNC03S_label_CRC_replicate_0,0.0004514584237823207,0.0002301417117455013,0.05391,0.1,PAN_CANCER
K2AC24_spike_in__0005_from_ZNB32S_label_Breast_replicate_0,0.0004297548700839718,0.0002124335097090499,0.02701,0.005,PAN_CANCER
K0793_spike_in__01_from_ZMH051S_label_Liver_replicate_1,0.0003995006242197253,0.0002069991590659163,0.07262,0.1,PAN_CANCER
K2AC24_spike_in__05_from_ZMH050S_label_Liver_replicate_1,0.0004140337989158544,0.0002061264129997919,0.1051,0.5,PAN_CANCER
LBGS087_spike_in__005_from_ZNB05S_label_Breast_replicate_0,0.0004173234464933262,0.0002165525284567244,0.03898,0.05,PAN_CANCER
K0AC37_spike_in__05_from_pool_Lung_label_Lung_replicate_1,0.0004980341116646334,0.0002546645264275991,0.1306,0.5,PAN_CANCER
KZAU93_spike_in__001_from_ZNC05S_label_CRC_replicate_0,0.0004980580079416373,0.0002366962276575562,0.03231,0.01,PAN_CANCER
K0435_spike_in__01_from_ZNB05S_label_Breast_replicate_0,0.0004181026485859199,0.0002131259575764178,0.0192,0.1,PAN_CANCER
K0043_spike_in__0001_from_ZMG063S_label_Gastric_replicate_2,0.0005015641069080792,0.0002585338620937086,0.02809,0.001,PAN_CANCER
K0059_spike_in__001_from_ZMG063S_label_Gastric_replicate_2,0.000460198131103773,0.0002395809710527663,0.02952,0.01,PAN_CANCER
K2031_spike_in__01_from_pool_Lung_label_Lung_replicate_2,0.00051986625001887,0.000266722496057856,0.03207,0.1,PAN_CANCER
K0AAAE18_spike_in__001_from_ZMH051S_label_Liver_replicate_1,0.0004479340981045154,0.000226675415179497,0.02271,0.01,PAN_CANCER
KZAU93_spike_in__01_from_pool_CRC_label_CRC_replicate_2,0.0005009808839135649,0.0002385645397086312,0.03612,0.1,PAN_CANCER
LBGS087_spike_in__001_from_ZNB22SR1_label_Breast_replicate_0,0.0004175736783332669,0.0002165308854008109,0.03939,0.01,PAN_CANCER
K0006_spike_in__0005_from_pool_Gastric_label_Gastric_replicate_1,0.0004634850645988265,0.0002377053854362684,0.02815,0.005,PAN_CANCER
K4AC16_spike_in__005_from_ZNC03S_label_CRC_replicate_0,0.000435159277582531,0.0002147919628514681,0.03607,0.05,PAN_CANCER
K0793_spike_in__01_from_pool_Breast_label_Breast_replicate_0,0.0003951239916911069,0.0002043136291016345,0.04173,0.1,PAN_CANCER
K2AC24_spike_in__0005_from_pool_Liver_label_Liver_replicate_0,0.0004297548700839718,0.0002124567442611345,0.02326,0.005,PAN_CANCER
K4AC16_spike_in__0005_from_pool_CRC_label_CRC_replicate_0,0.0004326283979875211,0.0002135647528987659,0.02391,0.005,PAN_CANCER
K0793_spike_in__01_from_ZMH053S_label_Liver_replicate_2,0.0003927557592330185,0.0002035410618764828,0.02762,0.1,PAN_CANCER
K0AAAB33_spike_in__005_from_ZNC04S_label_CRC_replicate_2,0.000493166081025217,0.0002584841016196305,0.02708,0.05,PAN_CANCER
K0106_spike_in__01_from_ZNB05S_label_Breast_replicate_1,0.000406442484958484,0.0002123857642392557,0.03255,0.1,PAN_CANCER
KAAG58_spike_in__005_from_ZMH050S_label_Liver_replicate_0,0.0004400765964793873,0.0002277081534746863,0.02413,0.05,PAN_CANCER
K0AQ69_spike_in__001_from_ZNL08S_label_Lung_replicate_0,0.0005422614768409161,0.0002875629043853342,0.03258,0.01,PAN_CANCER
K0AI90_spike_in__001_from_ZNC05S_label_CRC_replicate_2,0.0004434499494242142,0.0002223608103626539,0.0262,0.01,PAN_CANCER
K1AB28_spike_in__001_from_ZNC01S_label_CRC_replicate_2,0.0004704099316124998,0.0002352655622163507,0.05254,0.01,PAN_CANCER
K2474_spike_in__001_from_ZMH048S_label_Liver_replicate_2,0.0004507114802652759,0.0002318127886226914,0.03922,0.01,PAN_CANCER
K2AC24_spike_in__0001_from_ZNL15S_label_Lung_replicate_0,0.0004297548700839718,0.0002124799838962538,0.02337,0.001,PAN_CANCER
K0106_spike_in__01_from_ZNB05S_label_Breast_replicate_0,0.0004050745414069076,0.0002116673042486778,0.03209,0.1,PAN_CANCER
K0038_spike_in__01_from_ZMG063S_label_Gastric_replicate_0,0.0004858143333407916,0.0002488952318723456,0.02848,0.1,PAN_CANCER
K1AB28_spike_in__0005_from_ZNC01S_label_CRC_replicate_2,0.0004705917442632132,0.0002353413516507352,0.0533,0.005,PAN_CANCER
K0059_spike_in__0005_from_ZMG059S_label_Gastric_replicate_2,0.0004598516294061429,0.0002393711876651821,0.02853,0.005,PAN_CANCER
KAAB22_spike_in__001_from_pool_Liver_label_Liver_replicate_1,0.0004296038332258592,0.0002167171823043551,0.02466,0.01,PAN_CANCER
K2AC24_spike_in__005_from_ZMH053S_label_Liver_replicate_2,0.0004247774277878373,0.0002102340122039291,0.0251,0.05,PAN_CANCER
K0059_spike_in__005_from_ZMG048S_label_Gastric_replicate_2,0.0004618765760717288,0.0002405066369193266,0.03916,0.05,PAN_CANCER
K0103_spike_in__001_from_ZMG046S_label_Gastric_replicate_1,0.0004878688891439299,0.0002543651723034504,0.01409,0.01,PAN_CANCER
KAAG58_spike_in__0001_from_ZMH048S_label_Liver_replicate_1,0.0004405508540696969,0.0002278163335752778,0.02081,0.001,PAN_CANCER
KACE35_spike_in__0005_from_pool_Breast_label_Breast_replicate_0,0.0004303443737230866,0.000208401710499403,0.0269,0.005,PAN_CANCER
K1936_spike_in__05_from_pool_Lung_label_Lung_replicate_2,0.0004700144189145,0.0002476986316922328,0.118,0.5,PAN_CANCER
K0038_spike_in__0001_from_ZMG048S_label_Gastric_replicate_1,0.0004849917011280839,0.0002484608112159015,0.02716,0.001,PAN_CANCER
K0059_spike_in__001_from_pool_Gastric_label_Gastric_replicate_1,0.0004597052264677773,0.0002392887059388713,0.03181,0.01,PAN_CANCER
K2474_spike_in__005_from_ZMH050S_label_Liver_replicate_1,0.0004495751941999913,0.0002313118998972611,0.04155,0.05,PAN_CANCER
K0GAAA73_spike_in__001_from_ZNB32S_label_Breast_replicate_1,0.0004520204307042618,0.0002279574601713623,0.02076,0.01,PAN_CANCER
LBGS087_spike_in__01_from_ZNB05S_label_Breast_replicate_1,0.0004173700389879457,0.0002165404195164203,0.04232,0.1,PAN_CANCER
K0009_spike_in__005_from_ZMG048S_label_Gastric_replicate_1,0.0004331455911476299,0.0002242230546784442,0.03831,0.05,PAN_CANCER
K0AAAB33_spike_in__01_from_ZNC19S_label_CRC_replicate_2,0.0004861613603473227,0.0002544155036243644,0.05602,0.1,PAN_CANCER
K0059_spike_in__01_from_ZMG063S_label_Gastric_replicate_1,0.0004623546511627907,0.0002409979938299665,0.02857,0.1,PAN_CANCER
K0AI90_spike_in__0005_from_ZNC05S_label_CRC_replicate_2,0.0004434499494242142,0.0002223721977140321,0.02542,0.005,PAN_CANCER
LBGS087_spike_in__05_from_pool_Breast_label_Breast_replicate_0,0.0004472362830599093,0.0002332396134159426,0.09322,0.5,PAN_CANCER
K0AQ69_spike_in__0005_from_ZNL15S_label_Lung_replicate_1,0.0005417959821227771,0.0002874647991217679,0.03499,0.005,PAN_CANCER
K0805_spike_in__005_from_ZMH050S_label_Liver_replicate_0,0.0004216503608231102,0.0002136847081360029,0.02848,0.05,PAN_CANCER
K0106_spike_in__005_from_ZNB22SR1_label_Breast_replicate_0,0.0004089143912003232,0.0002134829404177064,0.04288,0.05,PAN_CANCER
K2070_spike_in__01_from_ZMH053S_label_Liver_replicate_2,0.0004666571672841265,0.0002382872602944985,0.02286,0.1,PAN_CANCER
K4AC16_spike_in__0001_from_ZNC03S_label_CRC_replicate_0,0.0004318527966088156,0.0002131323007052831,0.02395,0.001,PAN_CANCER
K2AC24_spike_in__05_from_ZNB06SR3_label_Breast_replicate_0,0.0004998696698715094,0.0002498318751685309,0.2512,0.5,PAN_CANCER
K0AAAE20_spike_in__0005_from_pool_Breast_label_Breast_replicate_1,0.0005063313497115824,0.0002562836046288991,0.03957,0.005,PAN_CANCER
