SampleID,Raw_SampleID,Raw_bam,Spike_in_label,Sample_type,Spike_in_ratio,Replicate,Spike_in_name,Spike_in_resource,Bam_file,Bam_file_tumor
KZAZ52_spike_in__005_from_ZNC04S_label_CRC_replicate_2,KZAZ52,/mnt/BACKUP_NAS05/ECDTM_repo/R2674/align/45-KZAZ52T_M552-M752.deduplicated.bam,CRC,cfDNA,5.0,2,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KZAZ52_spike_in__005_from_ZNC04S_label_CRC_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KZAZ52_spike_in__005_from_ZNC04S_label_CRC_replicate_2.tumor.bam
KZAZ52_spike_in__0001_from_ZNC04S_label_CRC_replicate_2,KZAZ52,/mnt/BACKUP_NAS05/ECDTM_repo/R2674/align/45-KZAZ52T_M552-M752.deduplicated.bam,CRC,cfDNA,0.1,2,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KZAZ52_spike_in__0001_from_ZNC04S_label_CRC_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KZAZ52_spike_in__0001_from_ZNC04S_label_CRC_replicate_2.tumor.bam
KZAZ52_spike_in__01_from_ZNC04S_label_CRC_replicate_1,KZAZ52,/mnt/BACKUP_NAS05/ECDTM_repo/R2674/align/45-KZAZ52T_M552-M752.deduplicated.bam,CRC,cfDNA,10.0,1,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KZAZ52_spike_in__01_from_ZNC04S_label_CRC_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KZAZ52_spike_in__01_from_ZNC04S_label_CRC_replicate_1.tumor.bam
KZAZ52_spike_in__01_from_ZNC04S_label_CRC_replicate_0,KZAZ52,/mnt/BACKUP_NAS05/ECDTM_repo/R2674/align/45-KZAZ52T_M552-M752.deduplicated.bam,CRC,cfDNA,10.0,0,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KZAZ52_spike_in__01_from_ZNC04S_label_CRC_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KZAZ52_spike_in__01_from_ZNC04S_label_CRC_replicate_0.tumor.bam
KZAZ52_spike_in__01_from_ZNC04S_label_CRC_replicate_2,KZAZ52,/mnt/BACKUP_NAS05/ECDTM_repo/R2674/align/45-KZAZ52T_M552-M752.deduplicated.bam,CRC,cfDNA,10.0,2,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KZAZ52_spike_in__01_from_ZNC04S_label_CRC_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KZAZ52_spike_in__01_from_ZNC04S_label_CRC_replicate_2.tumor.bam
KZAZ52_spike_in__0005_from_ZNC04S_label_CRC_replicate_1,KZAZ52,/mnt/BACKUP_NAS05/ECDTM_repo/R2674/align/45-KZAZ52T_M552-M752.deduplicated.bam,CRC,cfDNA,0.5,1,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KZAZ52_spike_in__0005_from_ZNC04S_label_CRC_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KZAZ52_spike_in__0005_from_ZNC04S_label_CRC_replicate_1.tumor.bam
KZAZ52_spike_in__001_from_ZNC04S_label_CRC_replicate_0,KZAZ52,/mnt/BACKUP_NAS05/ECDTM_repo/R2674/align/45-KZAZ52T_M552-M752.deduplicated.bam,CRC,cfDNA,1.0,0,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KZAZ52_spike_in__001_from_ZNC04S_label_CRC_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KZAZ52_spike_in__001_from_ZNC04S_label_CRC_replicate_0.tumor.bam
KZAZ52_spike_in__0005_from_ZNC04S_label_CRC_replicate_0,KZAZ52,/mnt/BACKUP_NAS05/ECDTM_repo/R2674/align/45-KZAZ52T_M552-M752.deduplicated.bam,CRC,cfDNA,0.5,0,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KZAZ52_spike_in__0005_from_ZNC04S_label_CRC_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KZAZ52_spike_in__0005_from_ZNC04S_label_CRC_replicate_0.tumor.bam
KZAZ52_spike_in__001_from_ZNC04S_label_CRC_replicate_1,KZAZ52,/mnt/BACKUP_NAS05/ECDTM_repo/R2674/align/45-KZAZ52T_M552-M752.deduplicated.bam,CRC,cfDNA,1.0,1,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KZAZ52_spike_in__001_from_ZNC04S_label_CRC_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KZAZ52_spike_in__001_from_ZNC04S_label_CRC_replicate_1.tumor.bam
KZAZ52_spike_in__001_from_ZNC04S_label_CRC_replicate_2,KZAZ52,/mnt/BACKUP_NAS05/ECDTM_repo/R2674/align/45-KZAZ52T_M552-M752.deduplicated.bam,CRC,cfDNA,1.0,2,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KZAZ52_spike_in__001_from_ZNC04S_label_CRC_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KZAZ52_spike_in__001_from_ZNC04S_label_CRC_replicate_2.tumor.bam
KZAZ52_spike_in__0005_from_ZNC04S_label_CRC_replicate_2,KZAZ52,/mnt/BACKUP_NAS05/ECDTM_repo/R2674/align/45-KZAZ52T_M552-M752.deduplicated.bam,CRC,cfDNA,0.5,2,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KZAZ52_spike_in__0005_from_ZNC04S_label_CRC_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KZAZ52_spike_in__0005_from_ZNC04S_label_CRC_replicate_2.tumor.bam
KAAK49_spike_in__001_from_ZNL07S_label_Lung_replicate_0,KAAK49,/mnt/BACKUP_NAS05/ECDTM_repository/align/30-KAAK49T_M527-M727.deduplicated.bam,Lung,cfDNA,1.0,0,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAK49_spike_in__001_from_ZNL07S_label_Lung_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAK49_spike_in__001_from_ZNL07S_label_Lung_replicate_0.tumor.bam
KAAK49_spike_in__005_from_ZNL07S_label_Lung_replicate_2,KAAK49,/mnt/BACKUP_NAS05/ECDTM_repository/align/30-KAAK49T_M527-M727.deduplicated.bam,Lung,cfDNA,5.0,2,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAK49_spike_in__005_from_ZNL07S_label_Lung_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAK49_spike_in__005_from_ZNL07S_label_Lung_replicate_2.tumor.bam
KAAK49_spike_in__001_from_ZNL07S_label_Lung_replicate_1,KAAK49,/mnt/BACKUP_NAS05/ECDTM_repository/align/30-KAAK49T_M527-M727.deduplicated.bam,Lung,cfDNA,1.0,1,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAK49_spike_in__001_from_ZNL07S_label_Lung_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAK49_spike_in__001_from_ZNL07S_label_Lung_replicate_1.tumor.bam
KAAK49_spike_in__005_from_ZNL07S_label_Lung_replicate_0,KAAK49,/mnt/BACKUP_NAS05/ECDTM_repository/align/30-KAAK49T_M527-M727.deduplicated.bam,Lung,cfDNA,5.0,0,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAK49_spike_in__005_from_ZNL07S_label_Lung_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAK49_spike_in__005_from_ZNL07S_label_Lung_replicate_0.tumor.bam
KAAK49_spike_in__001_from_ZNL07S_label_Lung_replicate_2,KAAK49,/mnt/BACKUP_NAS05/ECDTM_repository/align/30-KAAK49T_M527-M727.deduplicated.bam,Lung,cfDNA,1.0,2,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAK49_spike_in__001_from_ZNL07S_label_Lung_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAK49_spike_in__001_from_ZNL07S_label_Lung_replicate_2.tumor.bam
KAAK49_spike_in__005_from_ZNL07S_label_Lung_replicate_1,KAAK49,/mnt/BACKUP_NAS05/ECDTM_repository/align/30-KAAK49T_M527-M727.deduplicated.bam,Lung,cfDNA,5.0,1,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAK49_spike_in__005_from_ZNL07S_label_Lung_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAK49_spike_in__005_from_ZNL07S_label_Lung_replicate_1.tumor.bam
KAAK49_spike_in__0001_from_ZNL07S_label_Lung_replicate_1,KAAK49,/mnt/BACKUP_NAS05/ECDTM_repository/align/30-KAAK49T_M527-M727.deduplicated.bam,Lung,cfDNA,0.1,1,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAK49_spike_in__0001_from_ZNL07S_label_Lung_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAK49_spike_in__0001_from_ZNL07S_label_Lung_replicate_1.tumor.bam
KAAK49_spike_in__0001_from_ZNL07S_label_Lung_replicate_0,KAAK49,/mnt/BACKUP_NAS05/ECDTM_repository/align/30-KAAK49T_M527-M727.deduplicated.bam,Lung,cfDNA,0.1,0,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAK49_spike_in__0001_from_ZNL07S_label_Lung_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAK49_spike_in__0001_from_ZNL07S_label_Lung_replicate_0.tumor.bam
KAAK49_spike_in__0005_from_ZNL07S_label_Lung_replicate_2,KAAK49,/mnt/BACKUP_NAS05/ECDTM_repository/align/30-KAAK49T_M527-M727.deduplicated.bam,Lung,cfDNA,0.5,2,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAK49_spike_in__0005_from_ZNL07S_label_Lung_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAK49_spike_in__0005_from_ZNL07S_label_Lung_replicate_2.tumor.bam
KAAK49_spike_in__0005_from_ZNL07S_label_Lung_replicate_1,KAAK49,/mnt/BACKUP_NAS05/ECDTM_repository/align/30-KAAK49T_M527-M727.deduplicated.bam,Lung,cfDNA,0.5,1,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAK49_spike_in__0005_from_ZNL07S_label_Lung_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAK49_spike_in__0005_from_ZNL07S_label_Lung_replicate_1.tumor.bam
KAAK49_spike_in__0005_from_ZNL07S_label_Lung_replicate_0,KAAK49,/mnt/BACKUP_NAS05/ECDTM_repository/align/30-KAAK49T_M527-M727.deduplicated.bam,Lung,cfDNA,0.5,0,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAK49_spike_in__0005_from_ZNL07S_label_Lung_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAK49_spike_in__0005_from_ZNL07S_label_Lung_replicate_0.tumor.bam
KAAK49_spike_in__0001_from_ZNL07S_label_Lung_replicate_2,KAAK49,/mnt/BACKUP_NAS05/ECDTM_repository/align/30-KAAK49T_M527-M727.deduplicated.bam,Lung,cfDNA,0.1,2,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAK49_spike_in__0001_from_ZNL07S_label_Lung_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAK49_spike_in__0001_from_ZNL07S_label_Lung_replicate_2.tumor.bam
KAAK49_spike_in__01_from_ZNL07S_label_Lung_replicate_1,KAAK49,/mnt/BACKUP_NAS05/ECDTM_repository/align/30-KAAK49T_M527-M727.deduplicated.bam,Lung,cfDNA,10.0,1,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAK49_spike_in__01_from_ZNL07S_label_Lung_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAK49_spike_in__01_from_ZNL07S_label_Lung_replicate_1.tumor.bam
KAAK49_spike_in__01_from_ZNL07S_label_Lung_replicate_0,KAAK49,/mnt/BACKUP_NAS05/ECDTM_repository/align/30-KAAK49T_M527-M727.deduplicated.bam,Lung,cfDNA,10.0,0,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAK49_spike_in__01_from_ZNL07S_label_Lung_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAK49_spike_in__01_from_ZNL07S_label_Lung_replicate_0.tumor.bam
KAAK49_spike_in__01_from_ZNL07S_label_Lung_replicate_2,KAAK49,/mnt/BACKUP_NAS05/ECDTM_repository/align/30-KAAK49T_M527-M727.deduplicated.bam,Lung,cfDNA,10.0,2,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAK49_spike_in__01_from_ZNL07S_label_Lung_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/KAAK49_spike_in__01_from_ZNL07S_label_Lung_replicate_2.tumor.bam
K0CAAA80_spike_in__001_from_ZNL07S_label_Lung_replicate_1,K0CAAA80,/mnt/GS_NAS05/ECDTM_repo/R4329/align/34-K0CAAA80T_M562-M762.deduplicated.bam,Lung,cfDNA,1.0,1,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0CAAA80_spike_in__001_from_ZNL07S_label_Lung_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0CAAA80_spike_in__001_from_ZNL07S_label_Lung_replicate_1.tumor.bam
K0CAAA80_spike_in__0001_from_ZNL07S_label_Lung_replicate_0,K0CAAA80,/mnt/GS_NAS05/ECDTM_repo/R4329/align/34-K0CAAA80T_M562-M762.deduplicated.bam,Lung,cfDNA,0.1,0,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0CAAA80_spike_in__0001_from_ZNL07S_label_Lung_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0CAAA80_spike_in__0001_from_ZNL07S_label_Lung_replicate_0.tumor.bam
K0CAAA80_spike_in__0005_from_ZNL07S_label_Lung_replicate_2,K0CAAA80,/mnt/GS_NAS05/ECDTM_repo/R4329/align/34-K0CAAA80T_M562-M762.deduplicated.bam,Lung,cfDNA,0.5,2,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0CAAA80_spike_in__0005_from_ZNL07S_label_Lung_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0CAAA80_spike_in__0005_from_ZNL07S_label_Lung_replicate_2.tumor.bam
K0CAAA80_spike_in__001_from_ZNL07S_label_Lung_replicate_0,K0CAAA80,/mnt/GS_NAS05/ECDTM_repo/R4329/align/34-K0CAAA80T_M562-M762.deduplicated.bam,Lung,cfDNA,1.0,0,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0CAAA80_spike_in__001_from_ZNL07S_label_Lung_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0CAAA80_spike_in__001_from_ZNL07S_label_Lung_replicate_0.tumor.bam
K0CAAA80_spike_in__005_from_ZNL07S_label_Lung_replicate_2,K0CAAA80,/mnt/GS_NAS05/ECDTM_repo/R4329/align/34-K0CAAA80T_M562-M762.deduplicated.bam,Lung,cfDNA,5.0,2,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0CAAA80_spike_in__005_from_ZNL07S_label_Lung_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0CAAA80_spike_in__005_from_ZNL07S_label_Lung_replicate_2.tumor.bam
K0CAAA80_spike_in__0001_from_ZNL07S_label_Lung_replicate_1,K0CAAA80,/mnt/GS_NAS05/ECDTM_repo/R4329/align/34-K0CAAA80T_M562-M762.deduplicated.bam,Lung,cfDNA,0.1,1,ZNL07S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNL07S/ZNL07S/ZNL07S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0CAAA80_spike_in__0001_from_ZNL07S_label_Lung_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0CAAA80_spike_in__0001_from_ZNL07S_label_Lung_replicate_1.tumor.bam
